ddl_case_id,year,state_code,dist_code,court_no,cino,judge_position,female_defendant,female_petitioner,female_adv_def,female_adv_pet,type_name,purpose_name,disp_name,date_of_filing,date_of_decision,date_first_list,date_last_list,date_next_list
01-01-01-202808000322010,2010,01,01,01,MHNB030006312010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,3734,30,2010-04-22,2015-06-19,2010-08-26,2015-06-18,2015-06-19
01-01-01-202808000332010,2010,01,01,01,MHNB030006362010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,3006,30,2010-04-22,2015-07-28,2010-08-26,2015-07-24,2015-07-28
01-01-01-202808000342010,2010,01,01,01,MHNB030006442010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,3734,30,2010-04-22,2015-06-19,2010-08-27,2015-06-18,2015-06-19
01-01-01-202808000352010,2010,01,01,01,MHNB030006452010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,3280,30,2010-04-22,2015-02-18,2010-08-27,2015-02-07,2015-02-18
01-01-01-202808000362010,2010,01,01,01,MHNB030006462010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,1352,22,2010-04-22,2014-11-07,2010-08-27,2014-10-08,2014-11-07
01-01-01-202808000372010,2010,01,01,01,MHNB030006472010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,2237,22,2010-04-22,2015-02-21,2010-08-27,2015-01-12,2015-02-21
01-01-01-202808000382010,2010,01,01,01,MHNB030006522010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,2237,22,2010-04-22,2015-02-21,2010-08-30,2015-01-29,2015-02-21
01-01-01-202808000392010,2010,01,01,01,MHNB030006532010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,3006,30,2010-04-22,2015-07-28,2010-08-30,2015-07-24,2015-07-28
01-01-01-202808000402010,2010,01,01,01,MHNB030006542010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,3006,30,2010-04-22,2015-07-28,2010-08-30,2015-07-24,2015-07-28
01-01-01-202808000412010,2010,01,01,01,MHNB030006602010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,3006,30,2010-04-22,2015-07-28,2010-08-24,2015-07-24,2015-07-28
01-01-01-202808000422010,2010,01,01,01,MHNB030006612010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,1352,22,2010-04-22,2014-11-07,2010-08-24,2014-10-08,2014-11-07
01-01-01-202808000432010,2010,01,01,01,MHNB030006622010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,1352,22,2010-04-22,2014-11-07,2010-08-24,2014-10-08,2014-11-07
01-01-01-202808000442010,2010,01,01,01,MHNB030006682010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,1352,22,2010-04-22,2014-11-07,2010-08-25,2014-10-08,2014-11-07
01-01-01-202808000452010,2010,01,01,01,MHNB030006672010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,1352,22,2010-04-22,2015-02-21,2010-08-25,2015-02-07,2015-02-21
01-01-01-202808000462010,2010,01,01,01,MHNB030006662010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,1352,22,2010-04-22,2014-11-07,2010-08-25,2014-10-08,2014-11-07
01-01-01-202808000472010,2010,01,01,01,MHNB030006792010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,3006,30,2010-04-22,2015-07-28,2010-09-01,2015-07-24,2015-07-28
01-01-01-202808000482010,2010,01,01,01,MHNB030006812010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,1352,30,2010-04-22,2015-08-10,2010-09-01,2015-07-31,2015-08-10
01-01-01-202808000492010,2010,01,01,01,MHNB030006802010,chief judicial magistrate,0 male,0 male,0,0,3510,3006,30,2010-04-22,2015-07-28,2010-09-01,2015-07-24,2015-07-28
01-01-01-202808000502010,2010,01,01,01,MHNB030006842010,chief judicial magistrate,-9998 unclear,1 female,-9998,0,3510,3006,22,2010-04-22,2015-02-21,2010-09-02,2015-01-29,2015-02-21
01-01-01-202808000512010,2010,01,01,01,MHNB030006832010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,3006,30,2010-04-22,2015-07-28,2010-09-02,2015-07-24,2015-07-28
01-01-01-202808000522010,2010,01,01,01,MHNB030006822010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,1352,22,2010-04-22,2015-02-21,2010-09-02,2015-02-07,2015-02-21
01-01-01-202808000532010,2010,01,01,01,MHNB030006942010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,1352,30,2010-04-22,2015-08-10,2010-09-02,2015-07-31,2015-08-10
01-01-01-202808000542010,2010,01,01,01,MHNB030006892010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,1352,22,2010-04-22,2015-02-21,2010-09-02,2015-02-07,2015-02-21
01-01-01-202808000552010,2010,01,01,01,MHNB030006902010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,1352,22,2010-04-22,2014-11-07,2010-09-02,2014-10-08,2014-11-07
01-01-01-202808000562010,2010,01,01,01,MHNB030006392010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,3510,1352,22,2010-04-29,2015-02-21,2010-07-14,2015-01-29,2015-02-21
01-01-01-202808000572010,2010,01,01,01,MHNB030006402010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,3510,509,22,2010-04-29,2015-02-07,2010-07-14,2015-01-08,2015-02-07
01-01-01-202808000582010,2010,01,01,01,MHNB030006412010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,509,22,2010-04-29,2015-02-07,2010-07-15,2015-01-08,2015-02-07
01-01-01-202808000592010,2010,01,01,01,MHNB030006422010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,3510,509,22,2010-04-29,2015-02-07,2010-07-15,2015-01-08,2015-02-07
01-01-01-202808000602010,2010,01,01,01,MHNB030006432010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,3510,509,22,2010-04-30,2015-02-07,2010-07-16,2015-01-08,2015-02-07
01-01-01-202808000612010,2010,01,01,01,MHNB030005092010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,3510,509,30,2010-05-05,2015-07-28,2010-06-07,2015-07-24,2015-07-28
01-01-01-202808000622010,2010,01,01,01,MHNB030005482010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,3510,3734,30,2010-06-14,2015-06-19,2010-06-14,2015-06-18,2015-06-19
01-01-01-202808000632010,2010,01,01,01,MHNB030006932010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,3510,3734,30,2010-07-09,2015-06-19,2010-08-09,2015-06-18,2015-06-19
01-01-01-202808000642010,2010,01,01,01,MHNB030010912010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,3510,3734,30,2010-11-16,2015-06-19,2010-12-16,2015-06-18,2015-06-19
01-01-01-202808000652010,2010,01,01,01,MHNB030013252010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,3510,3734,30,2010-11-16,2015-06-19,2011-02-23,2015-06-18,2015-06-19
01-01-01-202808000662010,2010,01,01,01,MHNB030010952010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9999,0,3510,3734,30,2010-11-18,2015-08-28,2010-12-22,2015-08-21,2015-08-28
01-01-01-202808000672010,2010,01,01,01,MHNB030013962010,chief judicial magistrate,0 male,0 male,-9999,0,3510,4946,43,2010-11-22,2014-10-31,2011-01-14,2014-10-04,2014-10-31
01-01-01-202808000682010,2010,01,01,01,MHNB030011332010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,3510,3734,30,2010-12-01,2015-06-19,2011-01-03,2015-06-18,2015-06-19
01-01-01-202808000692010,2010,01,01,01,MHNB030013242010,chief judicial magistrate,0 male,0 male,-9999,0,3510,3006,43,2010-12-01,2015-02-26,2011-02-18,2015-02-07,2015-02-26
01-01-01-202908000492010,2010,01,01,01,MHNB030005342010,chief judicial magistrate,0 male,1 female,-9999,0,4827,3627,25,2010-04-12,2011-01-11,2010-06-11,2010-07-26,2011-01-11
01-01-01-203008000012010,2010,01,01,01,MHNB030000082010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3006,25,2010-01-04,2014-09-15,2010-01-07,2014-09-10,2014-09-15
01-01-01-203008000022010,2010,01,01,01,MHNB030000182010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,30,2010-01-05,2011-06-06,2010-02-05,2011-05-31,2011-06-06
01-01-01-203008000032010,2010,01,01,01,MHNB030002002010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,4018,4299,25,2010-01-05,2010-07-09,2010-03-05,2010-07-01,2010-07-09
01-01-01-203008000042010,2010,01,01,01,MHNB030000352010,chief judicial magistrate,0 male,0 male,-9999,0,4018,1963,25,2010-01-11,2013-09-13,2010-02-18,2013-08-20,2013-09-13
01-01-01-203008000052010,2010,01,01,01,MHNB030000292010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,,30,2010-01-11,2011-02-10,2010-03-04,2011-02-02,2011-02-10
01-01-01-203008000062010,2010,01,01,01,MHNB030000302010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-01-11,2014-02-03,2010-03-11,2014-01-27,2014-02-03
01-01-01-203008000072010,2010,01,01,01,MHNB030000372010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,4018,3006,30,2010-01-12,2011-10-19,2010-04-12,2011-10-13,2011-10-19
01-01-01-203008000082010,2010,01,01,01,MHNB030000392010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,19,2010-01-12,2015-01-13,2010-04-12,2015-01-02,2015-01-13
01-01-01-203008000092010,2010,01,01,01,MHNB030000282010,chief judicial magistrate,0 male,1 female,-9999,-9998,4018,4299,25,2010-01-13,2010-04-23,2010-01-13,2010-03-23,2010-04-23
01-01-01-203008000102010,2010,01,01,01,MHNB030000312010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3006,4,2010-01-18,2014-08-19,2010-03-18,2014-08-12,2014-08-19
01-01-01-203008000112010,2010,01,01,01,MHNB030000522010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,4946,30,2010-01-22,2012-08-22,2010-02-02,2012-08-03,2012-08-22
01-01-01-203008000122010,2010,01,01,01,MHNB030000542010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4299,22,2010-01-22,2010-12-02,2010-01-22,2010-11-23,2010-12-02
01-01-01-203008000132010,2010,01,01,01,MHNB030000622010,chief judicial magistrate,0 male,-9998 unclear,-9998,-9999,4018,4946,25,2010-01-25,2010-08-10,2010-02-02,2010-08-03,2010-08-10
01-01-01-203008000142010,2010,01,01,01,MHNB030000652010,chief judicial magistrate,0 male,1 female,-9999,0,4018,509,25,2010-01-25,2011-05-18,2010-01-30,2011-04-30,2011-05-18
01-01-01-203008000152010,2010,01,01,01,MHNB030000612010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3734,25,2010-01-25,2010-01-28,2010-01-28,2010-01-28,2010-01-28
01-01-01-203008000162010,2010,01,01,01,MHNB030000752010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-01-27,2012-03-03,2010-04-27,2012-02-16,2012-03-03
01-01-01-203008000172010,2010,01,01,01,MHNB030000682010,chief judicial magistrate,0 male,1 female,-9999,1,4018,3734,25,2010-01-27,2010-11-26,2010-02-06,2010-10-27,2010-12-24
01-01-01-203008000182010,2010,01,01,01,MHNB030000762010,chief judicial magistrate,1 female,-9998 unclear,0,0,4018,,30,2010-01-27,2011-01-04,2010-04-27,2010-12-09,2011-01-04
01-01-01-203008000192010,2010,01,01,01,MHNB030000742010,chief judicial magistrate,0 male,0 male,-9999,0,4018,4946,25,2010-01-27,2011-05-20,2010-02-10,2011-04-29,2011-05-20
01-01-01-203008000202010,2010,01,01,01,MHNB030000692010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,4018,,4,2010-01-27,2014-05-07,2010-02-10,2014-04-28,2014-05-07
01-01-01-203008000212010,2010,01,01,01,MHNB030000782010,chief judicial magistrate,0 male,-9998 unclear,1,-9998,4018,1963,4,2010-01-29,2015-11-26,2010-03-08,2015-10-23,2015-11-26
01-01-01-203008000222010,2010,01,01,01,MHNB030000822010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3734,25,2010-01-29,2010-01-30,2010-01-30,2010-01-30,2010-01-30
01-01-01-203008000232010,2010,01,01,01,MHNB030000812010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3280,19,2010-01-29,2015-02-25,2010-03-05,2015-02-13,2015-02-25
01-01-01-203008000242010,2010,01,01,01,MHNB030000832010,chief judicial magistrate,0 male,1 female,-9999,-9999,4018,4299,25,2010-01-29,2011-02-15,2010-02-20,2010-12-15,2011-02-15
01-01-01-203008000252010,2010,01,01,01,MHNB030000842010,chief judicial magistrate,1 female,-9998 unclear,0,0,4018,3006,30,2010-01-30,2010-12-14,2010-04-08,2010-12-10,2010-12-14
01-01-01-203008000272010,2010,01,01,01,MHNB030000942010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-02-01,2012-10-30,2010-02-09,2012-10-15,2012-10-30
01-01-01-203008000282010,2010,01,01,01,MHNB030000992010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-02-02,2014-02-15,2010-03-30,2013-11-21,2014-02-15
01-01-01-203008000292010,2010,01,01,01,MHNB030001012010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,,30,2010-02-04,2011-03-29,2010-03-04,2011-03-14,2011-03-29
01-01-01-203008000302010,2010,01,01,01,MHNB030001062010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4299,25,2010-02-06,2011-06-28,2010-03-02,2011-06-10,2011-06-28
01-01-01-203008000312010,2010,01,01,01,MHNB030001072010,chief judicial magistrate,1 female,-9998 unclear,0,0,4018,3006,30,2010-02-06,2011-05-03,2010-03-06,2011-04-27,2011-05-03
01-01-01-203008000322010,2010,01,01,01,MHNB030001082010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9998,0,4018,4946,25,2010-02-06,2011-07-27,2010-04-06,2011-06-30,2011-07-27
01-01-01-203008000332010,2010,01,01,01,MHNB030001652010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,1054,30,2010-02-08,2013-09-07,2010-04-08,2013-07-26,2013-09-07
01-01-01-203008000342010,2010,01,01,01,MHNB030001122010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3734,25,2010-02-08,2010-02-17,2010-02-11,2010-02-16,2010-02-17
01-01-01-203008000352010,2010,01,01,01,MHNB030001212010,chief judicial magistrate,0 male,-9998 unclear,-9998,0,4018,3006,30,2010-02-09,2011-09-19,2010-04-09,2011-08-04,2011-09-18
01-01-01-203008000362010,2010,01,01,01,MHNB030001232010,chief judicial magistrate,1 female,1 female,-9999,0,4018,4299,25,2010-02-09,2012-03-29,2010-02-10,2012-02-18,2012-03-29
01-01-01-203008000372010,2010,01,01,01,MHNB030001222010,chief judicial magistrate,0 male,0 male,-9999,0,4018,3734,22,2010-02-09,2013-04-22,2010-03-09,2013-03-01,2013-04-22
01-01-01-203008000382010,2010,01,01,01,MHNB030001772010,chief judicial magistrate,0 male,0 male,-9999,-9998,4018,4299,25,2010-02-10,2013-01-15,2010-02-23,2012-12-27,2013-01-15
01-01-01-203008000392010,2010,01,01,01,MHNB030001282010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-02-11,2011-06-27,2010-02-18,2011-04-27,2011-06-27
01-01-01-203008000402010,2010,01,01,01,MHNB030001352010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3280,19,2010-02-11,2015-03-07,2010-03-20,2015-03-03,2015-03-07
01-01-01-203008000402012,2010,01,01,01,MHNB030014082010,chief judicial magistrate,1 female,-9998 unclear,0,0,4018,4946,30,2010-05-26,2013-07-24,2012-02-22,2013-06-06,2013-07-24
01-01-01-203008000412010,2010,01,01,01,MHNB030007572010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3006,25,2010-02-11,2012-07-02,2010-07-26,2012-06-26,2012-07-02
01-01-01-203008000422010,2010,01,01,01,MHNB030001422010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,4946,25,2010-02-16,2010-04-16,2010-04-16,2010-04-16,2010-04-16
01-01-01-203008000432010,2010,01,01,01,MHNB030001592010,chief judicial magistrate,1 female,-9998 unclear,0,-9998,4018,3280,4,2010-02-17,2018-10-24,2010-03-12,2018-10-24,2018-10-24
01-01-01-203008000442010,2010,01,01,01,MHNB030002412010,chief judicial magistrate,0 male,1 female,-9999,1,4018,4299,25,2010-02-17,2010-08-10,2010-04-26,2010-06-30,2010-08-10
01-01-01-203008000452010,2010,01,01,01,MHNB030001642010,chief judicial magistrate,0 male,1 female,-9999,-9998,4018,4299,25,2010-02-17,2010-06-09,2010-03-23,2010-06-04,2010-06-09
01-01-01-203008000462010,2010,01,01,01,MHNB030002262010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3734,25,2010-03-12,2010-04-07,2010-03-29,2010-03-29,2010-04-07
01-01-01-203008000472010,2010,01,01,01,MHNB030001622010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,4,2010-02-18,2015-03-13,2010-03-18,2015-03-11,2015-03-13
01-01-01-203008000482010,2010,01,01,01,MHNB030001632010,chief judicial magistrate,0 male,-9998 unclear,-9998,0,4018,,30,2010-02-18,2012-04-25,2010-03-18,2012-04-24,2012-04-25
01-01-01-203008000492010,2010,01,01,01,MHNB030001612010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3439,30,2010-02-18,2013-09-13,2010-03-09,2013-08-20,2013-09-13
01-01-01-203008000502010,2010,01,01,01,MHNB030001662010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3439,25,2010-02-18,2012-08-04,2010-03-20,2012-08-03,2012-08-04
01-01-01-203008000512010,2010,01,01,01,MHNB030001732010,chief judicial magistrate,0 male,0 male,-9999,-9998,4018,3734,25,2010-02-20,2016-07-18,2010-03-05,2016-07-18,2016-07-18
01-01-01-203008000522010,2010,01,01,01,MHNB030001892010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-02-24,2013-09-10,2010-03-25,2013-08-20,2013-09-10
01-01-01-203008000532010,2010,01,01,01,MHNB030001872010,chief judicial magistrate,0 male,1 female,-9999,1,4018,4299,25,2010-02-24,2012-01-30,2010-04-20,2012-01-16,2012-01-30
01-01-01-203008000542010,2010,01,01,01,MHNB030001922010,chief judicial magistrate,0 male,-9998 unclear,-9998,0,4018,3006,4,2010-02-25,2012-01-17,2010-03-06,2011-11-28,2012-01-17
01-01-01-203008000562010,2010,01,01,01,MHNB030001962010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3439,26,2010-03-03,,2010-03-09,2019-01-17,2019-02-26
01-01-01-203008000582010,2010,01,01,01,MHNB030001982010,chief judicial magistrate,0 male,1 female,-9999,-9998,4018,3734,25,2010-03-04,2011-10-15,2010-03-06,2011-08-30,2011-10-15
01-01-01-203008000592010,2010,01,01,01,MHNB030001972010,chief judicial magistrate,1 female,-9998 unclear,0,0,4018,3006,4,2010-03-04,2013-04-10,2010-03-18,2013-04-09,2013-04-10
01-01-01-203008000602010,2010,01,01,01,MHNB030002022010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,4018,3006,30,2010-03-05,2010-07-06,2010-03-11,2010-06-30,2010-07-06
01-01-01-203008000612010,2010,01,01,01,MHNB030002012010,chief judicial magistrate,0 male,1 female,0,0,4018,3006,30,2010-03-05,2010-08-04,2010-04-05,2010-07-30,2010-08-04
01-01-01-203008000632010,2010,01,01,01,MHNB030002052010,chief judicial magistrate,0 male,0 male,-9999,0,4018,1963,25,2010-03-06,2011-07-04,2010-03-18,2011-06-20,2011-07-04
01-01-01-203008000642010,2010,01,01,01,MHNB030002072010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-03-08,2013-04-04,2010-03-18,2013-03-25,2013-04-04
01-01-01-203008000652010,2010,01,01,01,MHNB030002352010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-03-17,2010-03-22,2010-03-20,2010-03-20,2010-03-22
01-01-01-203008000662010,2010,01,01,01,MHNB030002102010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,1963,30,2010-03-10,2011-07-14,2010-03-23,2011-06-21,2011-07-14
01-01-01-203008000672010,2010,01,01,01,MHNB030002142010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-03-11,2015-01-13,2010-05-11,2015-01-02,2015-01-13
01-01-01-203008000682010,2010,01,01,01,MHNB030002122010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3280,30,2010-03-11,2012-10-11,2010-04-02,2012-10-01,2012-10-11
01-01-01-203008000692010,2010,01,01,01,MHNB030002172010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,4,2010-03-11,2012-08-13,2010-04-02,2012-08-09,2012-08-13
01-01-01-203008000702010,2010,01,01,01,MHNB030002192010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-03-11,2012-01-30,2010-04-01,2012-01-13,2012-01-30
01-01-01-203008000712010,2010,01,01,01,MHNB030002202010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,4,2010-03-11,2012-02-09,2010-03-22,2012-01-05,2012-02-09
01-01-01-203008000722010,2010,01,01,01,MHNB030002152010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,4,2010-03-11,2012-08-13,2010-04-02,2012-08-09,2012-08-13
01-01-01-203008000732010,2010,01,01,01,MHNB030002252010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-03-12,2014-01-08,2010-04-13,2013-12-16,2014-01-08
01-01-01-203008000742010,2010,01,01,01,MHNB030002242010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,4946,30,2010-03-12,2013-09-16,2010-04-16,2013-08-14,2013-09-16
01-01-01-203008000752010,2010,01,01,01,MHNB030002232010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,,30,2010-03-12,2012-08-27,2010-04-05,2012-08-03,2012-08-27
01-01-01-203008000772010,2010,01,01,01,MHNB030002402010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,1963,30,2010-03-22,2012-04-10,2010-04-09,2012-04-07,2012-04-10
01-01-01-203008000802010,2010,01,01,01,MHNB030002462010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3349,25,2010-03-26,2013-11-23,2010-03-29,2013-11-22,2013-11-23
01-01-01-203008000812010,2010,01,01,01,MHNB030002542010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-03-29,2010-07-08,2010-06-03,2010-07-06,2010-07-08
01-01-01-203008000822010,2010,01,01,01,MHNB030002742010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4946,25,2010-03-31,2010-04-07,2010-05-31,2010-04-07,2010-04-07
01-01-01-203008000832010,2010,01,01,01,MHNB030002802010,chief judicial magistrate,0 male,-9998 unclear,0,-9998,4018,509,4,2010-04-01,2017-01-07,2010-06-01,2017-01-07,2017-01-07
01-01-01-203008000842010,2010,01,01,01,MHNB030002772010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,1963,30,2010-04-01,2012-12-12,2010-04-12,2012-11-22,2012-12-12
01-01-01-203008000852010,2010,01,01,01,MHNB030002812010,chief judicial magistrate,0 male,0 male,-9999,0,4018,3734,25,2010-04-02,2010-08-27,2010-04-02,2010-08-09,2010-08-27
01-01-01-203008000862010,2010,01,01,01,MHNB030002902010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,1963,4,2010-04-05,2012-03-29,2010-04-23,2012-03-28,2012-03-29
01-01-01-203008000872010,2010,01,01,01,MHNB030002932010,chief judicial magistrate,0 male,1 female,0,0,4018,509,30,2010-04-05,2013-10-03,2010-04-30,2013-09-24,2013-10-03
01-01-01-203008000882010,2010,01,01,01,MHNB030002912010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,4018,3006,30,2010-04-07,2011-12-08,2010-06-07,2011-11-28,2011-12-08
01-01-01-203008000892010,2010,01,01,01,MHNB030003202010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,4,2010-04-08,2015-05-25,2010-06-08,2015-05-06,2015-05-25
01-01-01-203008000902010,2010,01,01,01,MHNB030003072010,chief judicial magistrate,0 male,-9998 unclear,0,-9998,4018,3994,25,2010-04-09,2016-02-03,2010-04-26,2016-02-03,2016-02-03
01-01-01-203008000912010,2010,01,01,01,MHNB030003252010,chief judicial magistrate,1 female,-9998 unclear,-9999,0,4018,3006,30,2010-04-12,2012-05-21,2010-05-10,2012-04-18,2012-05-21
01-01-01-203008000922010,2010,01,01,01,MHNB030003272010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4299,25,2010-04-12,2010-07-30,2010-05-15,2010-06-25,2010-07-30
01-01-01-203008000932010,2010,01,01,01,MHNB030004842010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,30,2010-04-12,2013-10-24,2010-05-28,2013-10-17,2013-10-24
01-01-01-203008000942010,2010,01,01,01,MHNB030004852010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,30,2010-04-12,2013-10-24,2010-04-22,2013-10-17,2013-10-24
01-01-01-203008000952010,2010,01,01,01,MHNB030003242010,chief judicial magistrate,0 male,0 male,0,-9998,4018,1963,15,2010-04-12,2011-12-09,2010-04-15,2011-11-18,2011-12-09
01-01-01-203008000962010,2010,01,01,01,MHNB030003282010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,4299,25,2010-04-13,2011-09-23,2010-05-13,2011-09-08,2011-09-23
01-01-01-203008000972010,2010,01,01,01,MHNB030003442010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,1963,4,2010-04-15,2010-12-13,2010-04-29,2010-12-07,2010-12-13
01-01-01-203008000982010,2010,01,01,01,MHNB030003292010,chief judicial magistrate,0 male,1 female,-9999,0,4018,4299,25,2010-04-15,2012-01-14,2010-05-15,2011-08-30,2012-01-14
01-01-01-203008000992010,2010,01,01,01,MHNB030003592010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,509,4,2010-04-19,2013-12-09,2010-06-19,2013-11-27,2013-12-09
01-01-01-203008001002010,2010,01,01,01,MHNB030003492010,chief judicial magistrate,0 male,0 male,-9999,0,4018,509,25,2010-04-20,2011-05-20,2010-04-28,2011-04-07,2011-05-20
01-01-01-203008001012010,2010,01,01,01,MHNB030003532010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,4,2010-04-20,2011-06-15,2010-05-26,2011-06-06,2011-06-15
01-01-01-203008001022010,2010,01,01,01,MHNB030003502010,chief judicial magistrate,0 male,-9998 unclear,1,-9998,4018,1963,26,2010-04-20,,2010-06-21,2019-01-21,2019-02-22
01-01-01-203008001032010,2010,01,01,01,MHNB030003512010,chief judicial magistrate,0 male,-9998 unclear,0,-9998,4018,3280,4,2010-04-20,2017-11-17,2010-06-22,2017-11-17,2017-11-17
01-01-01-203008001042010,2010,01,01,01,MHNB030003582010,chief judicial magistrate,0 male,-9998 unclear,1,0,4018,3006,30,2010-04-21,2013-11-08,2010-06-21,2013-10-25,2013-11-08
01-01-01-203008001052010,2010,01,01,01,MHNB030003682010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4018,3006,25,2010-04-21,2012-01-20,2010-05-21,2011-12-20,2012-01-20
01-01-01-203008001062010,2010,01,01,01,MHNB030003672010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3280,30,2010-04-22,2015-01-27,2010-05-11,2015-01-19,2015-01-27
01-01-01-203008001072010,2010,01,01,01,MHNB030003662010,chief judicial magistrate,0 male,-9998 unclear,0,0,4018,3006,30,2010-04-22,2012-09-05,2010-05-06,2012-07-30,2012-09-05
